ID,Age,Gender,Education,Major,Income,Occupation
1.70595E+12,43,Female,High school diploma or equivalent,N/A,62999,online platform gig worker and homemaker
1.70595E+12,30,Male,High school diploma or equivalent,None,10000,Sales Associate 
1.70595E+12,60,Male,High school diploma or equivalent,Fire Science,85000,NA
1.70595E+12,54,Male,High school diploma or equivalent,N/A,56000,Property Management
1.70595E+12,45,Male,Bachelor's degree,Drafting and Design,185000,Product Support Manager
1.70595E+12,32,Male,Bachelor's degree,Business Management,180000,Manager
1.70595E+12,36,Male,Bachelor's degree,English,75000,Editor
1.70595E+12,24,Female,High school diploma or equivalent,N/A,119000,Secretary
1.70595E+12,37,Female,Bachelor's degree,ENGLISH,69998,ARTIST
1.70595E+12,46,Female,High school diploma or equivalent,Computer Information Systems,120000,Web developer
1.70595E+12,49,Female,Non-university diploma/certificate,TCAT certification in Business Systems Technology/Office Assistant,32996,Transcriber
1.70595E+12,40,Male,Bachelor's degree,Psychology,101000,Data Analyst
1.70595E+12,57,Male,High school diploma or equivalent,N/A,35000,truck driver
1.70595E+12,52,Female,High school diploma or equivalent,Accounting,69000,retail department manager
1.70595E+12,43,Female,Non-university diploma/certificate,n/a,55000,Exec Asst.
1.70595E+12,51,Female,Master's degree,Biology,81000,Lab Manager
1.70595E+12,34,Male,Bachelor's degree,Engineering,35000,Self Employed 
1.70595E+12,35,Male,Bachelor's degree,computer science,40000,programmer
1.70595E+12,57,Female,High school diploma or equivalent,n/a,49000,assistant store manager
1.70595E+12,33,Male,High school diploma or equivalent,N/A,57000,Store manager
1.70595E+12,34,Male,Bachelor's degree,Theatre Arts,36000,Temporarily unemployed
1.70595E+12,32,Male,Bachelor's degree,Business,159997,Project Manager
1.70595E+12,55,Non-Binary,NA,Human Services,5000,unemployed
1.70595E+12,37,Female,Bachelor's degree,i completed,20000,worker
1.70595E+12,56,Male,Master's degree,Economics,75000,Enginner
1.70595E+12,37,Male,Bachelor's degree,Business Technology Administration,150000,Certification Coordinator
1.70595E+12,73,Male,Bachelor's degree,English,106000,consultant
1.70595E+12,35,Male,Bachelor's degree,Mechanical Engineering,90000,Mechanical Engineer
1.70595E+12,59,Female,High school diploma or equivalent,NA,69000,Admin
1.70595E+12,47,Female,Bachelor's degree,Art,75000,Artistic Director
1.70595E+12,49,Male,Bachelor's degree,Health Sciences,150000,Customer Service
1.70595E+12,62,Female,High school diploma or equivalent,NA,20000,Retired
1.70595E+12,38,Male,High school diploma or equivalent,NA,64000,Curator
1.70595E+12,60,Male,Bachelor's degree,accounting,63000,fragrance retail sales
1.70595E+12,38,Male,Bachelor's degree,Biology,150000,Hospital administrator
1.70595E+12,60,Female,Bachelor's degree,business management,65000,accountant
1.70595E+12,53,Male,Doctorate,English,75000,homemaker
1.70595E+12,57,Male,Master's degree,IT,75000,Manager
1.70595E+12,34,Female,Master's degree,NA,140000,Office manager
1.70595E+12,37,Male,Bachelor's degree,Business,250000,Executive
1.70595E+12,49,Female,High school diploma or equivalent,education,69998,customer service representative
1.70595E+12,44,Female,Master's degree,education,135000,administrator
1.70595E+12,36,Male,Non-university diploma/certificate,electronic technology,35000,carpenter
1.70595E+12,34,Female,Non-university diploma/certificate,graphic design,44998,business owner
1.70595E+12,59,Female,Bachelor's degree,english,80500,teacher
1.70595E+12,46,Female,High school diploma or equivalent,na,35000,team lead/trainer
1.70595E+12,36,Female,High school diploma or equivalent,NA,50000,Retail
1.70595E+12,44,Male,High school diploma or equivalent,NA,43000,cook
1.70595E+12,41,Male,High school diploma or equivalent,NA,35000,Electrician
1.70595E+12,36,Male,High school diploma or equivalent,NA,42000,Shipping Manager
1.70595E+12,75,Female,Bachelor's degree,Computer programming,25000,Retired
1.70595E+12,46,Male,Bachelor's degree,computer science,80000,support manager
1.70595E+12,45,Female,High school diploma or equivalent,none,40000,homemaker
1.70595E+12,63,Male,Bachelor's degree,Computer science,69997,Teacher
1.70595E+12,29,Female,Bachelor's degree,business and accountinf,40000,IT administration tech 
1.70595E+12,59,Male,High school diploma or equivalent,na,34000,it tech
1.70595E+12,57,Female,Non-university diploma/certificate,general,19400,freelancer
1.70595E+12,60,Female,High school diploma or equivalent,NA,34000,Concierge 
1.70595E+12,49,Female,High school diploma or equivalent,n/a,43000,freelance
1.70595E+12,38,Male,High school diploma or equivalent,None,46500,Sales Manager
1.70595E+12,78,Male,Master's degree,Geology,20000,Geologist (Retired)
1.70595E+12,41,Male,High school diploma or equivalent,NA,20000,Unemployed
1.70595E+12,36,Male,Bachelor's degree,Business Management,74500,Data Quality Analyst
1.70595E+12,44,Male,Bachelor's degree,Criminal Justice,200000,IT
1.70595E+12,45,Female,Non-university diploma/certificate,Arabic,125003,homemaker
1.70595E+12,26,Female,Master's degree,Athletic Training and Exercise Science,51998,Athletic Trainer
1.70595E+12,31,Male,High school diploma or equivalent,NA,20000,driver
1.70595E+12,30,Male,Bachelor's degree,"psychology, clinical mental health counseling",23999,customer service rep
1.70595E+12,51,Male,High school diploma or equivalent,NA,30000,Material Handler
1.70595E+12,33,Female,High school diploma or equivalent,N/A,25000,Homemaker
1.70595E+12,39,Male,High school diploma or equivalent,n/a,65000,laborer
1.70595E+12,40,Male,High school diploma or equivalent,NA,0,Bum
1.70595E+12,35,Female,Master's degree,Computer Science,70000,Enrollment Specialist
1.70595E+12,30,Male,High school diploma or equivalent,NA,40000,Wholesale Trader
1.70595E+12,57,Male,Master's degree,finance,160000,higher ed administration
1.70595E+12,26,Female,Bachelor's degree,Political Science,60000,Analyst
1.70595E+12,41,Male,Bachelor's degree,Economics,59000,System Admin
1.70595E+12,55,Female,Non-university diploma/certificate,computer science,54000,homemaker
1.70595E+12,24,Male,High school diploma or equivalent,Marketing,10000,Manager
1.70595E+12,70,Male,Bachelor's degree,chemistry,55000,chemist
1.70595E+12,32,Female,Less than a high school diploma,NA,20000,retail
1.70595E+12,39,Male,Bachelor's degree,English,10000,AI Evaluator
1.70595E+12,37,Male,Less than a high school diploma,NA,25000,self employed
1.70595E+12,73,Female,Master's degree,Library Science,89995,retired school librarian
1.70595E+12,34,Female,Bachelor's degree,English Education,42000,homemaker
1.70595E+12,45,Female,Bachelor's degree,Health Administration,NA,O.R. Scheduling Assistant
1.70595E+12,68,Male,Master's degree,math,44000,retired
1.70595E+12,51,Female,Master's degree,Education,48999,administration
1.70595E+12,31,Male,High school diploma or equivalent,N/A,28000,Repairman
1.70595E+12,50,Female,Bachelor's degree,public health,54991,public health
1.70595E+12,43,Male,Master's degree,Data Analytics,98000,Data Analyst
1.70595E+12,45,Male,High school diploma or equivalent,n/a,9998,amazon turker
1.70595E+12,34,Male,High school diploma or equivalent,biology,11000,NA
1.70595E+12,32,Male,Bachelor's degree,Journalism,75000,Writer
1.70595E+12,43,Female,Bachelor's degree,liberal arts,52000,case manager
1.70595E+12,29,Male,High school diploma or equivalent,NA,19000,Lead Baker
1.70595E+12,29,Male,Bachelor's degree,computer & science,48000,First level manager
1.70595E+12,37,Male,Bachelor's degree,Economics,75000,Financial analyst
1.70595E+12,41,Female,Bachelor's degree,Communications,59000,Business Owner - dog training company
1.70595E+12,37,Female,Bachelor's degree,Biochemistry,60000,Sales Manager
1.70595E+12,39,Male,Non-university diploma/certificate,Criminal Justice,37000,Security
1.70595E+12,45,Male,High school diploma or equivalent,Art,39998,Unemployed atm (medical issue)
1.70595E+12,36,Female,Bachelor's degree,Psychology and Art,25000,Antique dealer and artist
1.70595E+12,43,Male,Bachelor's degree,Business,90000,Financial Analyst
1.70595E+12,39,Male,Master's degree,History,110000,Analyst
1.70595E+12,25,Male,High school diploma or equivalent,NA,25000,Retail
1.70595E+12,34,Female,Bachelor's degree,general studies,70000,homemaker
1.70595E+12,47,Male,Bachelor's degree,Computer Science,15000,Software Dev
1.70595E+12,41,Female,Master's degree,Data Science,62997,data analyst
1.70595E+12,49,Male,Bachelor's degree,Biology,90000,Hotel restaurant manager
1.70595E+12,39,Female,Non-university diploma/certificate,practical nursing,35000,retail associate
1.70595E+12,53,Male,Bachelor's degree,Finance,70000,Shipping and receiving associate
1.70595E+12,50,Male,Bachelor's degree,business,78000,retail manager
1.70595E+12,28,Male,Non-university diploma/certificate,Graphic Design,105000,Graphic Design
1.70595E+12,37,Female,Bachelor's degree,Psychology,220000,self employed
1.70595E+12,41,Female,Bachelor's degree,Speech and Hearing,30000,Tutor
1.70595E+12,31,Male,Bachelor's degree,Mechanical Engineering,25000,Delivery Driver
1.70595E+12,52,Female,High school diploma or equivalent,N/A,75000,Prime Now Shopper
1.70595E+12,41,Male,High school diploma or equivalent,NA,998,Data Entry
1.70595E+12,58,Female,Bachelor's degree,Business Adm,92000,Retired
1.70595E+12,30,Female,High school diploma or equivalent,n/a,NA,social media evaluator
1.70595E+12,32,Female,Bachelor's degree,English,57500,Teacher
1.70595E+12,38,Male,Master's degree,sociology,145000,marketing manager
1.70595E+12,57,Female,Master's degree,MBA finance,128978,project manager
1.70595E+12,42,Male,Non-university diploma/certificate,Business Administration,175000,Sales 
1.70595E+12,33,Male,High school diploma or equivalent,NA,45000,sales
1.70595E+12,62,Male,Bachelor's degree,Business ,220000,Warden of a federal prison
1.70595E+12,54,Female,Bachelor's degree,CIS,70000,Technical Analyst
1.70595E+12,64,Male,Non-university diploma/certificate,electrical engineering,195000,Forestry
1.70595E+12,28,Male,Bachelor's degree,engineering,40000,engineer
1.70595E+12,41,Female,High school diploma or equivalent,N/A,40000,Transcriptionist
1.70595E+12,35,Female,Bachelor's degree,history,133000,office manager of a high end residential architecture firm
1.70595E+12,30,Male,Bachelor's degree,nursing,115000,burse
1.70595E+12,36,Male,High school diploma or equivalent,Accounting,70000,Sales
1.70595E+12,44,Female,Bachelor's degree,Communication Studies,52000,Customer Service
1.70595E+12,34,Male,Bachelor's degree,Political Science,60000,Service
1.70595E+12,62,Female,Bachelor's degree,electrical engineering,130000,purchasing director
1.70595E+12,70,Male,Bachelor's degree,none,110000,math tutor
1.70595E+12,31,Female,High school diploma or equivalent,not in school,20000,assistant teacher
1.70595E+12,52,Female,Non-university diploma/certificate,Music Ed,189981,media guest coordinator
1.70595E+12,38,Female,Bachelor's degree,physical therapy,85000,childcare director
1.70595E+12,46,Female,Master's degree,computer,98,Computer Engineer
1.70595E+12,48,Male,Bachelor's degree,Business Management,100000,Financial Analyst
1.70595E+12,38,Female,High school diploma or equivalent,N/A,21000,csr
1.70595E+12,25,Male,High school diploma or equivalent,NA,19999,retail 
1.70595E+12,45,Prefer not to say,Non-university diploma/certificate,none,7000,small business owner. Special needs and senior pet sitter
1.70595E+12,34,Female,Bachelor's degree,business,500000,manager
1.70595E+12,38,Female,Master's degree,Public health,150000,Data manager
1.70595E+12,36,Male,Non-university diploma/certificate,ems,111000,firefighter emt
1.70595E+12,36,Female,Master's degree,Education,75000,Teacher
1.70595E+12,45,Female,Non-university diploma/certificate,Education,23500,IT computer tech
1.70595E+12,70,Male,Master's degree,Accounting   Computer Science,110000,Retired Database Administrator
1.70595E+12,61,Female,High school diploma or equivalent,NA,30000,retired
1.70595E+12,44,Male,Bachelor's degree,NA,60000,Artist
1.70595E+12,43,Female,High school diploma or equivalent,n/a,18000,retail sales worker
1.70595E+12,41,Male,Bachelor's degree,science,41000,retail
1.70595E+12,35,Female,Non-university diploma/certificate,NA,63997,retail associate
1.70595E+12,45,Male,Non-university diploma/certificate,IT science,0,Unemployed
1.70595E+12,42,Male,High school diploma or equivalent,NA,9999,disabled
1.70595E+12,37,Female,Bachelor's degree,Psychology ,175000,Administration 
1.70595E+12,37,Male,Bachelor's degree,Mathematics,60000,Accountant
1.70595E+12,37,Male,Bachelor's degree,NA,150000,Database Administrator
1.70595E+12,38,Male,Master's degree,Accounting,200000,Finance Manager
1.70595E+12,45,Female,Non-university diploma/certificate,liberal arts,50996,help desk support
1.70595E+12,44,Female,Bachelor's degree,Psychology,75000,Operations Supervisor
1.70595E+12,56,Male,Bachelor's degree,Computer Information Systems,49000,I.T. Help Desk Associate
1.70595E+12,31,Female,High school diploma or equivalent,English,24000,Retail Cashier
1.70595E+12,70,Male,High school diploma or equivalent,none,25000,writer/publisher
1.70595E+12,57,Female,Bachelor's degree,business,83000,Administrative Clerk
1.70595E+12,29,Male,High school diploma or equivalent,Asset Design,29998,Lead Asset Designer
1.70595E+12,47,Male,Master's degree,Business,120000,Manager
1.70595E+12,38,Female,Bachelor's degree,nursing,99000,registered nurse
1.70595E+12,39,Male,High school diploma or equivalent,N/A,25000,laborer
1.70595E+12,48,Female,Bachelor's degree,Business Admin - accounting and finance,68999,accountant
1.70595E+12,64,Female,Doctorate,Chemical Engineering,75000,retired
1.70595E+12,59,Female,High school diploma or equivalent,NA,29949,Customer Service
1.70595E+12,68,Female,High school diploma or equivalent,journalism,79000,retired
1.70595E+12,37,Male,Master's degree,global affairs,55000,retail store owner
1.70595E+12,55,Male,Non-university diploma/certificate,IT Security ,20000,Researcher 
1.70595E+12,40,Male,High school diploma or equivalent,NA,30000,Online Freelancer
1.70595E+12,48,Male,Bachelor's degree,Computer Science,300000,IT Manager
1.70595E+12,26,nonbinary,Bachelor's degree,NA,40000,Swim Teacher
1.70595E+12,38,Male,High school diploma or equivalent,Business,42379,Auditor
1.70595E+12,49,Male,Non-university diploma/certificate,Associates Design,66000,QA
1.70595E+12,50,Male,High school diploma or equivalent,theatre,60000,disabled
1.70595E+12,47,Female,Bachelor's degree,Psychology,85000,administrative assistant 
1.70595E+12,32,Male,Bachelor's degree,Business administration ,75000,Manager
1.70595E+12,28,Male,Bachelor's degree,Chemistry,5000,Student
1.70595E+12,23,Female,High school diploma or equivalent,english,55000,waitress
1.70595E+12,78,Male,Non-university diploma/certificate,electrical engineering,46000,retired computer peripheral diagnostic senior software engineer currently paying taxes survey income
1.70595E+12,38,nonbinary,Bachelor's degree,Computer Programming,34000,self-employed/freelancer
1.70595E+12,46,Male,Bachelor's degree,Business,62000,Project Manager
1.70595E+12,38,Male,Bachelor's degree,computer science,110000,Manager
1.70595E+12,32,Female,High school diploma or equivalent,Graphic Design,40999,Radio Sales Coordinator
1.70595E+12,29,Male,Master's degree,Music Performance,102000,Non-Profit Administration
1.70595E+12,47,Female,Bachelor's degree,Biology,20000,disabled
1.70595E+12,36,Male,Doctorate,Political science,141000,Student services manager
1.70595E+12,55,Female,High school diploma or equivalent,General Studies,30000,Retired
1.70595E+12,NA,Female,High school diploma or equivalent,NA,120000,homemaker
1.70595E+12,34,Male,Bachelor's degree,Engineering,60000,Engineering
1.70595E+12,56,Female,Non-university diploma/certificate,NA,80000,Web Application Developer
1.70595E+12,70,Male,Master's degree,health services management,104000,Retired public health manager
1.70595E+12,37,Male,Doctorate,Engineering,115000,Engineering Research Manager
1.70595E+12,30,Male,Bachelor's degree,Communications,60000,manager video editor
1.70595E+12,40,Female,Non-university diploma/certificate,Associates Degree in Nursing ,37000,warehouse associate
1.70595E+12,36,Female,Non-university diploma/certificate,n/a,74999,homemaker
1.70595E+12,34,Male,Bachelor's degree,finance,55000,salesman-construction
1.70595E+12,57,Male,Bachelor's degree,Industrial Design,120000,Custodial Supervisor
1.70595E+12,62,Female,High school diploma or equivalent,NA,18997,bookkeeper
1.70595E+12,37,Male,High school diploma or equivalent,Network Administration,39000,Student
1.70595E+12,61,Female,High school diploma or equivalent,NA,64999,homemaker
1.70595E+12,34,Female,High school diploma or equivalent,N/A,36000,Stay at home parent/Homemaker
1.70595E+12,35,Female,Bachelor's degree,Media,85000,Document review
1.70595E+12,32,Male,Bachelor's degree,Physics,85000,Teacher
1.70595E+12,64,Female,High school diploma or equivalent,n/a,50000,data/information
1.70595E+12,37,Male,Bachelor's degree,middle childhood education,65000,teacher
1.70595E+12,27,Female,Doctorate,chemistry,66000,tutor
1.70595E+12,48,Male,High school diploma or equivalent,None,40000,Network Technician
1.70595E+12,38,Female,Doctorate,History,180000,Attorney
1.70595E+12,47,Female,High school diploma or equivalent,N/A,85000,Logistics Supervisor
1.70595E+12,22,Male,Bachelor's degree,"Philosophy, Politics, and Economics",44000,Information Technology Trainer
1.70595E+12,35,Male,Bachelor's degree,computer science,60000,IT Consultant
1.70595E+12,38,gender nonconforming,Master's degree,Applied Women's Studies,40000,Consultant
1.70595E+12,49,Male,Bachelor's degree,Education,50000,Office Assistant
1.70595E+12,33,Female,Master's degree,psychology and English,55000,freelancer
1.70595E+12,32,Male,Master's degree,Math,80000,Analyst
1.70595E+12,49,Female,Master's degree,biology,119999,healthcare
1.70595E+12,29,Female,Non-university diploma/certificate,Early Childhood Education,75000,Data Entry Specialist
1.70595E+12,34,Male,Bachelor's degree,Accounting,35000,Financial manager
1.70595E+12,28,Male,High school diploma or equivalent,N/A,50000,N/A
1.70595E+12,33,Male,High school diploma or equivalent,Computer Science,8000,Student
1.70595E+12,36,Female,Master's degree,Music,15000,Bookkeeper
1.70595E+12,30,Female,High school diploma or equivalent,Public Health,59974,Assembly line worker
1.70595E+12,33,Male,Bachelor's degree,Maritime Transportation ,80000,USDA Program Technician
1.70595E+12,58,Male,High school diploma or equivalent,Music,35001,Computer Technician
1.70595E+12,54,Male,Master's degree,industrial management ,55000,consultant and trainer
1.70595E+12,28,Female,Bachelor's degree,Mathematics,14998,Student
1.70595E+12,47,Female,Master's degree,Creative Writing.,29000,writer/tutor
1.70595E+12,47,Male,Bachelor's degree,Nursing,125000,RN
1.70595E+12,36,Male,Bachelor's degree,Computer Science,40000,Web Developer
1.70595E+12,33,Male,Doctorate,Economics,140000,Attorney
1.70595E+12,31,Female,High school diploma or equivalent,NA,46996,Homemaker
1.70595E+12,38,Female,Bachelor's degree,criminal justice,100000,Assistant manager
1.70595E+12,36,Female,Non-university diploma/certificate,hospitality management,56999,administrative assistant
1.70595E+12,33,Male,Bachelor's degree,legal studies,119997,exec assistant
1.70595E+12,27,Male,Bachelor's degree,Information Technology,72000,Helpdesk
1.70595E+12,69,Female,Bachelor's degree,Political Science,60000,Project Manager
1.70595E+12,50,Female,Non-university diploma/certificate,elementary education,150000,homemaker
1.70595E+12,67,Female,Master's degree,science,80000,supervisor
1.70595E+12,58,Female,Bachelor's degree,Business Administration,49000,Information Tech
1.70595E+12,55,Male,Non-university diploma/certificate,Electronics Engineering Technology,95999,IS System Administrator
1.70595E+12,35,Female,Master's degree,business,200000,director of operations
1.70595E+12,35,Female,Bachelor's degree,human services,50000,nurse
1.70595E+12,36,Female,Bachelor's degree,biology,59001,IT
1.70595E+12,69,Male,Non-university diploma/certificate,Drafting,49000,"Construction, Extraction and Recycling"
1.70595E+12,43,Female,Bachelor's degree,liberal arts,36000,supervisor
1.70595E+12,43,Male,Bachelor's degree,"Computer Engineering, Finance, Statistics",100000,Software Engineer
1.70595E+12,39,Female,High school diploma or equivalent,n/a,60000,gig-worker
1.70595E+12,45,Male,Master's degree,Communication,75000,Teacher
1.70595E+12,60,Female,Master's degree,Special Education,39000,Teacher
1.70595E+12,56,Male,Master's degree,International Relations,92000,Government
1.70595E+12,47,Female,Master's degree,Biology and Emergency Management,87000,Regional Coordinator for Wildfire Incident Command
1.70595E+12,66,Female,Bachelor's degree,Computer Information Systems,78000,Administrative Assistant
1.70595E+12,25,Male,High school diploma or equivalent,computer science,20000,sales associate
1.70595E+12,31,Male,Bachelor's degree,History,15000,Courier
1.70595E+12,38,Female,Bachelor's degree,NA,65000,homemaker
1.70595E+12,52,Male,Bachelor's degree,Engineering,105000,Engineer
1.70595E+12,30,Male,High school diploma or equivalent,psychology,16000,stock associate
1.70595E+12,42,Female,Bachelor's degree,Biology,42499,disabled
1.70595E+12,31,Male,Bachelor's degree,business,185000,IT
1.70595E+12,32,Male,High school diploma or equivalent,Communication,NA,Host
1.70595E+12,47,Male,High school diploma or equivalent,NA,22000,cook
1.70595E+12,33,Female,Non-university diploma/certificate,Business Administration,99000,Office Manager
1.70595E+12,52,Male,Bachelor's degree,comp sci,75000,systems admin
1.70595E+12,37,Female,Bachelor's degree,education,98000,educational evaluator
1.70595E+12,41,Female,High school diploma or equivalent,NA,39000,Retail worker
1.70595E+12,48,Female,Master's degree,engineering,299990,teacher
1.70595E+12,52,Male,Non-university diploma/certificate,INFORMATION TECHNOLOGY,119998,mis
1.70595E+12,37,Male,Bachelor's degree,Business Administration,37000,Freelancer in Marketing Research
1.70595E+12,NA,NA,Bachelor's degree,My major was media communications,60000,photographer
1.70595E+12,70,Female,Non-university diploma/certificate,graphics design,45000,editor
1.70595E+12,37,Male,Bachelor's degree,Business,149000,Business Analyst
1.70595E+12,47,Female,Bachelor's degree,Biology,27997,small business manager
1.70595E+12,33,Male,High school diploma or equivalent,NA,38000,warehouse
1.70595E+12,51,Male,Bachelor's degree,Engineering,209999,Engineer
1.70595E+12,60,Female,High school diploma or equivalent,n/a,63000,Customer Relations Coordinator
1.70595E+12,30,Male,Bachelor's degree,Environmental Science,195000,GIS Analyst
1.70595E+12,44,Female,Bachelor's degree,Business,55000,Kitchen Manager
1.70595E+12,33,Male,High school diploma or equivalent,Computer Science,45000,Laborer
1.70595E+12,40,Female,Doctorate,Pharmacy,129999,Pharmacist
1.70595E+12,40,Female,Bachelor's degree,Accounting,90000,Accounts Receivable Manager
1.70595E+12,47,Female,Doctorate,Engineering,190000,Associate Professor of Business
1.70595E+12,28,Female,Non-university diploma/certificate,general studies,56000,customer service representative
1.70595E+12,71,Male,Bachelor's degree,Business,44999,retired
1.70595E+12,52,Female,High school diploma or equivalent,No major since I never finished college,52747,Retail Management
1.70595E+12,34,Male,Bachelor's degree,Geology,60000,Elementary school teacher
1.70595E+12,43,Female,High school diploma or equivalent,English,28000,Art Researcher
1.70595E+12,29,Male,Bachelor's degree,Psychology,12000,Actor
1.70595E+12,25,Female,Master's degree,Associate Degree in Medicine,99000,Doctor
1.70595E+12,31,Female,Master's degree,conservation,190000,conservator
1.70595E+12,47,Female,Bachelor's degree,Economics,113000,Accounting
1.70595E+12,39,Female,Bachelor's degree,Nursing,54998,Nurse
1.70595E+12,58,Male,Bachelor's degree,statistics,1995,entrepreneur
1.70595E+12,29,Female,Bachelor's degree,Business,33998,Graphic Designer
1.70595E+12,70,Male,Master's degree,American Studies,80000,retired
1.70595E+12,54,Male,Master's degree,Biology ,110000,Biologist
1.70595E+12,38,Female,Bachelor's degree,English,110000,paralegal
1.70595E+12,75,NA,Doctorate,Human Resources,122000,Director of Education and Training
1.70595E+12,35,Male,Bachelor's degree,art,0,analyst
1.70595E+12,35,Female,Bachelor's degree,Music Education,55000,Director of Member Engagement
1.70595E+12,41,Female,Master's degree,Human Resources,144998,Logistics Associate
1.70595E+12,50,Male,Master's degree,MBA,100000,Management
1.70595E+12,33,Female,High school diploma or equivalent,NA,NA,NA
1.70595E+12,52,Female,Non-university diploma/certificate,GENERAL,10000,NA
1.70595E+12,72,Female,Bachelor's degree,English Literature; Psychology,39000,retired small wholesale business owner
1.70595E+12,43,Male,Bachelor's degree,Marketing,75000,Advertisement 
1.70595E+12,46,Female,Bachelor's degree,Psychology,79498,Prevention Specialist
1.70595E+12,69,Female,Bachelor's degree,business,100000,retired
1.70595E+12,55,Male,Non-university diploma/certificate,finance ,78000,Construction project estimator
1.70595E+12,27,Male,High school diploma or equivalent,N/A,32000,Freelancer
1.70595E+12,67,Female,Master's degree,"BS, Sociology; MS in Library Science",100000,retired librarian
1.70595E+12,29,Female,Bachelor's degree,education,50000,medical assistant
1.70595E+12,45,Female,Non-university diploma/certificate,business,105000,clerical
1.70595E+12,49,Male,Bachelor's degree,Marketing Managment,144998,Manager
1.70595E+12,52,Male,High school diploma or equivalent,n/a,155000,Teaching
1.70595E+12,52,Female,Bachelor's degree,Criminal Justice,40000,Retail
1.70595E+12,57,Male,Bachelor's degree,Business Admin. / Gen. Studies,57,Janitor
1.70595E+12,68,Male,Bachelor's degree,Mechanical Engineering,NA,Engineer (retired)
1.70595E+12,46,Male,Bachelor's degree,Chemistry,240000,consultant
1.70595E+12,48,Male,High school diploma or equivalent,NA,20000,Not currently working
1.70595E+12,68,Female,Non-university diploma/certificate,Nursing,44000,registered nurse
1.70595E+12,25,Male,High school diploma or equivalent,NA,NA,Retail
1.70595E+12,46,Male,Bachelor's degree,Graphic arts,98000,Manager
1.70595E+12,30,Male,High school diploma or equivalent,none,20000,cashier
1.70595E+12,37,Male,Bachelor's degree,Chemistry,45000,Manufacturing
1.70595E+12,32,Male,Bachelor's degree,MIS,45000,IT Consultant
1.70595E+12,36,Female,Bachelor's degree,History,57000,Marketing Specialist
1.70595E+12,56,Female,Bachelor's degree,English,62000,Student
1.70595E+12,46,Female,Non-university diploma/certificate,computer science,60000,software developer
1.70595E+12,35,Female,Bachelor's degree,Journalism,100000,Contracts Analyst
1.70595E+12,28,Male,Bachelor's degree,Political Science,50000,Administrative Lead
1.70595E+12,29,Female,High school diploma or equivalent,NA,NA,business owner
1.70595E+12,34,Male,Doctorate,English ,170000,instructional designer
1.70595E+12,48,Male,High school diploma or equivalent,English,50000,IT
1.70595E+12,56,Male,NA,sociology,12000,customer service
1.70595E+12,66,Female,High school diploma or equivalent,NA,33000,retired
1.70595E+12,35,Female,Master's degree,Accounting,106000,Accountant
1.70595E+12,41,Female,Bachelor's degree,Math,20000,Himemaker
1.70595E+12,37,Male,Bachelor's degree,computer science,8000,library assistant
1.70595E+12,31,Female,Master's degree,History,89000,nonprofit
1.70595E+12,53,Male,High school diploma or equivalent,n/a,5000,unemployed
1.70595E+12,58,Male,Non-university diploma/certificate,NA,68000,office/shop gen mgr
1.70595E+12,36,Female,Bachelor's degree,art,64000,marketing
1.70595E+12,35,agender,High school diploma or equivalent,N/A,10000,independent contractor
1.70595E+12,45,Female,Master's degree,Linguistics/French,215000,manager
1.70595E+12,51,Female,Bachelor's degree,Healthcare,74999,Healthcare rep
1.70595E+12,55,Male,Bachelor's degree,biol,66000,mgr
1.70595E+12,67,Female,High school diploma or equivalent,NA,25000,clerical/admin p/t
1.70595E+12,75,Female,High school diploma or equivalent,art,25000,retired 
1.70595E+12,56,Female,Bachelor's degree,communications,11997,supervisor
1.70595E+12,45,Female,Non-university diploma/certificate,"Psychology, Nursing",60,Behavioral Health Technician
1.70595E+12,30,Male,Bachelor's degree,NA,29998,Writer
1.70595E+12,50,Male,Non-university diploma/certificate,English,43999,Manufacturing
1.70595E+12,35,Female,Bachelor's degree,Business,39995,Office Administrator
1.70595E+12,68,Female,Non-university diploma/certificate,Science of Nursing ,85,Retired 
1.70595E+12,39,Female,Bachelor's degree,Cost Accounting,45000,Tax Reporting Analyst for a Public University
1.70595E+12,33,Male,Bachelor's degree,Accounting,150000,Financial Manager
1.70595E+12,38,Male,Bachelor's degree,history,55996,IT
1.70595E+12,34,Female,Bachelor's degree,Communication,100000,Sales
1.70595E+12,31,Male,Bachelor's degree,computer science,100000,software engineer
1.70595E+12,73,Female,Master's degree,social work,39000,social worker
1.70595E+12,NA,Male,Bachelor's degree,Business Management.,70000,Manager
1.70595E+12,23,Male,High school diploma or equivalent,NA,50000,Unemployed/Mturker
1.70595E+12,25,Male,Bachelor's degree,Nutrition and dietetics,48000,Dietitian
1.70595E+12,34,Male,High school diploma or equivalent,NA,45000,Hospitality
1.70595E+12,52,Male,Non-university diploma/certificate,Computer Science,160000,IT Director
1.70595E+12,43,Female,Bachelor's degree,marketing,70000,Communications Manager
1.70595E+12,30,Male,High school diploma or equivalent,NA,55000,sales
1.70595E+12,50,Female,Non-university diploma/certificate,Art,64985,Self Employed
1.70595E+12,47,Female,High school diploma or equivalent,NA,36000,sales/management
1.70595E+12,27,Female,Non-university diploma/certificate,Mass Communications,74999,Student
1.70595E+12,NA,Female,Non-university diploma/certificate,Computer science,11000,Web development
1.70595E+12,27,Male,Bachelor's degree,English,74995,Bookseller
1.70595E+12,33,Male,Bachelor's degree,Mathematics,72500,Statistician
